s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,s_64,s_65,s_66,s_67,s_68,s_69,s_70,s_71,s_72,s_73,s_74,s_75,s_76,s_77,s_78,s_79,s_80,s_81,s_82,s_83,s_84,s_85,s_86,s_87,s_88,s_89,s_90,s_91,s_92,s_93,s_94,s_95,s_96,s_97,s_98,s_99,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,35,776,22,8,40,33,86,19,199,4,485,105,179,2,21,3466,4,483,5,1357,7,4,22,9,2,1301,239,63,3044,4,22,83,2,4334,5,2,4,247,2094,769,14,408,4,22,6,547,7,147,882,5,166,25,104,874,110,142,318,693,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,708,9,4,833,228,374,7,32,58,2566,34,4,833,1740,7,32,58,708,66,1412,228,3364,170,5,85,2719,28,77,269,8,1039,708,11,31,96,42,160,126,237,45,6,708,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,86,219,14,22,23,4285,187,4728,5,13,447,12,13,2,32,7,4,2,3885,2,8,818,4,1856,1039,14,9,6,55,52,836,20,19,6,171,1299,15,97,12,53,221,13,92,181,8,135,99,76,334,88,48,25,126,79,6,580,8,67,12,490,30,1264,13,161,135,99,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,86,2334,23,14,22,71,7,772,1067,1219,17,6,78,96,8,123,1298,372,24,6,530,65,347,12,69,179,6,52,277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,102,2,61,80,8,412,138,14,2,218,4,1324,1245,1029,13,92,124,10,10,61,113,16,1894,34,4,2,671,7,1738,2,10,10,249,20,126,13,3328,25,106,45,40,6,1552,786,2,2783,2153,64,76,76,433,13,247,106,4,1336,268,45,15,78,66,0
0,0,1,4475,5,1824,9,24,31,7,4,2,7,308,1911,14,22,44,6,3429,1002,37,630,56,780,18,6,392,2513,1510,521,34,4,3024,9,55,815,5,24,55,76,6,212,50,26,49,388,15,13,122,358,40,267,33,1911,11,6,1811,1735,21,12,152,306,8,551,76,4475,5,1824,9,131,6,2,1332,2,839,8,178,34,4,167,7,4,1305,995,2,2,51,6,619,1338,18,6,212,10,10,300,46,7,457,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,14,23,39,1877,23,6,2,5,16,1899,8,179,6,866,261,55,727,14,22,679,46,8,30,179,737,57,194,381,21,73,526,5,43,1044,253,19,32,4,120,2,595,15,9,46,50,12,9,55,327,8,79,35,2076,866,150,5,95,5,14,117,22,2352,4,988,1780,790,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,14,20,16,93,11,2,38,15,716,25,15,4,20,9,170,8,30,78,553,21,13,244,24,660,15,32,154,102,26,78,333,4,318,302,1106,394,18,60,15,58,417,4,116,16,38,78,2,4,4112,100,28,224,12,128,12,166,25,594,89,84,79,4,278,8,97,102,14,1235,14,20,1870,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,286,14,2,18,118,431,7,2,14,47,8,30,4,118,20,126,12,166,142,40,3561,168,40,2152,595,216,23,3561,286,60,11,1399,13,119,14,20,12,47,8,30,4,118,20,207,126,276,278,180,23,13,244,131,2414,15,12,286,2305,18,233,10,10,48,158,9,4,4082,25,70,202,12,13,202,12,891,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,15,676,21,54,4534,28,338,458,5,6,815,881,12,2,551,37,9,11,6,20,55,1458,589,33,979,6,787,63,16,165,221,11,4,454,21,95,946,1583,972,1841,4,130,8,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,6,66,87,22,11,4,3995,1219,512,19,6,1229,7,22,1359,1376,11,371,31,7,2641,2,118,354,8,1304,14,22,47,285,45,73,398,73,526,1293,108,5,47,49,87,354,13,92,124,138,12,161,1277,23,45,2093,1
0,0,0,0,0,0,0,1,3397,2365,47,413,6,117,21,36,26,131,18,72,4,833,741,3993,126,13,2,386,14,288,8,101,337,10,10,13,16,55,685,15,36,2,68,4261,1136,2,2,2,5,2598,24,231,35,781,8,67,98,3300,4,288,9,6,392,2,4,833,2,8,2,6,2261,288,2,2,10,10,2340,382,21,13,131,92,391,4,2,7,4,2,23,868,13,62,30,2,18,101,2,10,10,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,14,20,9,2,966,1960,12,166,101,132,181,8,1415,4,1591,26,276,23,2,74,457,291,154,2,2,5,11,141,6,96,15,12,165,1870,1285,46,7,129,483,175,686,975,16,913,2,5,586,28,77,163,48,12,71,2,2,10,10,92,67,14,20,225,6,147,580,490,115,30,502,8,358,170,8,1290,174,126,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,13,244,4,2401,2336,13,447,12,4100,61,658,82,6,2,19,565,1883,7,4,2,423,12,6,176,99,13,774,332,4,274,38,13,435,83,12,2,13,16,55,3595,770,45,150,23,263,545,1178,374,1029,10,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2659,38,279,4,2,7,3066,2,5,628,2,26,24,1466,23,21,25,131,79,6,281,7,37,134,84,26,5,89,36,2,496,4,268,2046,2,5,1694,1701,26,17,3864,2,5,2,10,10,4,20,152,140,18,975,5,2,21,12,9,131,163,2,2,11,843,9,480,17,2,3038,10,10,163,480,221,55,1753,14,9,6,52,248,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,70,13,135,35,321,130,8,35,321,201,12,115,179,188,4,4994,12,1816,11,2,21,34,230,4,118,1002,123,19,4,118,487,5,4,118,177,23,2,126,4,130,7,6,87,999,806,8,67,25,140,1
0,0,0,0,0,0,0,0,0,0,0,1,14,9,209,6,824,31,7,61,514,2530,672,126,4,116,9,55,73,224,4,228,9,55,4622,4,229,9,2,5,4,458,9,2726,10,10,826,4070,37,1421,2105,11,175,2530,672,1421,572,73,11,14,390,10,10,82,87,354,39,1660,1998,1611,2,5,670,2,10,10,4,277,9,427,530,5,13,119,4,96,2530,4213,12,10,10,14,9,6,2530,20,15,528,140,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,437,129,58,5,278,23,12,45,24,179,17,78,17,2,34,4,172,167,21,198,24,660,76,0
0,0,0,1,13,66,510,14,20,18,51,12,9,6,163,117,22,15,152,193,410,99,615,114,2,26,1439,2587,38,13,528,140,83,1373,488,218,44,6,1315,114,553,12,43,3861,23,6,87,863,5,304,4,529,23,6,389,1320,1189,10,10,308,2,239,17,6,3629,3412,761,1715,1449,2,3274,1889,2344,9,43,404,5,37,152,119,2,10,10,106,14,48,25,181,8,28,6,171,919,5,6,444,52,58,545,1178,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2162,7,1360,2072,8,2,24,64,11,114,21,11,405,2,6,2162,7,2072,8,4,2,420,7,4,2,2,1850,15,4674,11,4,34,1889,4,351,1066,7,68,2817,8,2,2,64,35,1338,4,20,1077,8,2,83,4,2,349,26,1688,8,140,8,4108,2,5,2,1031,2,10,10,4,229,9,576,1518,5,2363,9,170,8,563,4,529,1104,5,1535,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164,21,4,2,6,2211,31,18,148,37,28,573,4,4277,21,73,179,357,18,148,37,26,24,928,11,12,57,881,11,14,22,21,6,632,4635,11,35,2862,162,782,368,7,5,314,2,12,9,2,1149,5,2340,21,24,1097,4009,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,35,1154,2387,201,14,9,44,17,52,17,12,214,13,2395,12,54,12,16,1822,617,23,4285,2,9,484,867,11,41,217,17,2,5,4,226,365,16,86,967,67,32,2,234,7,12,48,25,70,13,545,386,14,2387,201,480,15,13,191,967,12,2,21,18,25,2,2,13,80,387,25,124,45,6,1156,158,1
0,0,0,0,0,0,0,0,0,0,0,1,2284,509,7,265,77,224,159,111,211,727,422,290,149,25,2134,13,16,2,19,2,5,2,2,7,900,2053,105,11,6,1081,65,347,13,244,6,87,337,7,452,577,537,51,166,4,1474,200,4,52,663,5,4,815,663,26,4,354,5,4,109,943,261,14,9,24,4,118,7,94,512,13,80,818,12,5,106,12,174,13,421,4,105,71,867,5,4,116,16,1731,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,16,165,267,930,8,14,20,4,3837,93,12,168,147,646,5,206,3015,5,13,557,15,2894,109,16,3553,18,4779,38,13,197,15,279,59,62,1968,6,176,7,1995,5,15,62,30,646,21,68,16,983,101,206,33,32,5,4,109,71,32,1932,1904,4,64,1907,1698,16,2,2,5,60,29,161,339,14,20,76,0
0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,31,7,61,965,2635,6,1281,117,1528,15,186,8,30,2,34,4,831,3895,1378,3061,5,2,2,812,4,483,7,4,418,11,51,9,6,73,2218,177,171,102,28,126,2004,4,283,2,15,4,3286,325,21,14,31,186,8,1839,32,4,208,2,5,2,48,335,6,337,7,4,274,1043,2527,353,14,20,46,5,67,48,25,92,104,12,166,6,52,4236,418,1
0,0,0,0,0,0,0,1,51,100,869,140,355,19,6,20,15,1687,6,762,7,2,4470,8,30,5,49,3482,2,2,2,2,17,4,609,2,2,2113,3108,10,10,285,9,51,271,355,13,376,25,10,10,14,9,6,55,52,3179,390,88,4,2,11,208,23,4,1871,63,209,2157,9,776,8,81,1069,14,20,9,6,418,7,2582,19,6,2320,5,357,114,10,10,790,158,18,310,300,158,18,2759,310,10,10,0
0,0,0,0,1,18,111,291,13,219,14,20,17,6,147,20,7,2,21,103,2078,53,44,14,1181,13,70,64,104,14,9,43,160,2,22,6,328,2,5,49,2872,152,97,6,4850,45,76,53,74,15,4,4850,26,4,91,1824,3745,7,4,1898,88,36,26,4415,11,175,1251,7,113,8,2007,8,233,880,845,353,8,570,98,14,20,9,24,6,44,6,4850,3745,43,44,6,4112,269,8,30,142,29,566,60,391,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308,2,3841,9,31,7,4,1529,31,132,287,207,126,110,13,386,12,8,259,73,259,19,6,52,281,7,486,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,219,14,22,33,3723,3436,13,566,2,15,259,80,126,67,14,22,11,6,750,2,23,22,4,116,9,729,8,1894,34,4,4015,4,248,123,4,114,9,606,5,2,4,481,2,1232,4,481,7,1933,5,4,2,738,6,641,2,2109,2109,2109,10,10,92,437,129,278,0
0,0,0,0,0,0,0,0,0,1,246,160,2,2,20,44,6,2,1158,37,892,35,4276,890,1393,554,1002,5,300,241,2,525,5,280,174,12,9,24,163,42,221,18,259,8,106,362,42,1473,146,252,49,84,238,169,14,20,1139,21,13,28,57,2,326,138,280,174,13,235,806,18,4,338,362,37,71,918,8,157,11,14,20,38,15,316,334,5,68,846,100,97,49,3596,33,4,1866,7,6,954,954,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,714,31,7,4,2,7,4,2,102,262,11,2,8,4,365,1592,51,16,56,19,4,4998,2926,2,1038,14,22,242,2730,4,2,201,1587,4,201,83,6,730,8,374,201,190,1240,2,520,31,7,27,128,354,34,395,2,27,1676,2,3530,6,2,11,4,201,21,286,99,78,11,91,2,4,2,132,2499,16,356,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,6,55,3269,2,390,2,19,958,7,486,775,7,2,5,3410,2135,1879,4,2,962,271,23,4,1029,7,356,215,67,2,108,4,2109,28,6,646,3890,7,2,1213,552,5,4,184,430,1874,405,48,25,79,4,1434,8,67,14,31,11,4,1716,12,9,290,6,1088,786,1278,900,818,4,2,288,159,294,2,12,56,34,743,12,6,78,4477,1
0,0,0,0,0,0,1,118,20,34,230,55,163,55,2,48,2,93,6,20,1184,2,2065,17,2,4,4112,12,62,168,40,14,10,10,530,354,34,4,177,75,460,124,39,85,2,102,262,2,17,4,4133,7,2,37,280,53,299,4,322,11,14,31,9,6,227,616,151,5,7,265,2,309,17,2,9,427,1048,10,10,1657,590,48,14,20,69,6,2261,2,13,62,66,40,8,818,6,2,7,15,2,3370,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,426,264,14,16,4,172,167,17,2,347,10,10,14,22,47,12,32,6,357,114,4229,2183,6,3677,15,47,164,8,81,19,4,293,114,51,38,126,5,484,2502,105,12,16,1350,8,106,2,1350,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,259,37,423,4,201,14,20,80,30,142,8,106,190,12,82,889,25,1786,53,13,447,4,96,15,175,109,1255,93,35,1267,222,19,4,277,7,37,9,4,2770,3039,18,36,563,6,282,18,160,20,61,482,9,2,7,265,14,40,4,201,16,6,55,73,276,295,201,7,139,14,9,6,201,13,657,69,1452,23,1216,8,4,177,18,49,389,248,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,447,14,20,87,116,34,2,221,65,44,6,2,15,271,2357,355,92,36,32,49,1767,1299,5,505,11,4,22,5,4,114,16,776,8,794,209,112,38,3660,17,8,30,484,4709,12,16,6,484,2076,3037,53,2,2,74,91,108,353,8,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,480,15,141,6,4896,4755,2,2,22,165,188,93,11,4,86,273,4,105,26,38,815,5,4,116,38,3658,15,45,1167,8,459,44,101,7,98,262,2,2,4,2,8,702,930,143,4,550,531,9,220,2,48,25,40,14,512,1390,30,128,125,2753,2,42,2350,360,1270,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,6,1248,2,754,285,11,14,20,9,4822,1863,724,15,12,9,35,2,65,15,889,25,4339,33,4,130,21,179,1264,25,562,4,58,8,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,862,1785,2,189,2,15,304,410,76,99,615,906,64,18,6,4,307,2,203,4635,187,1298,143,4,4117,5,503,394,2,12,47,6,171,2791,2943,302,5,2,388,5,49,3386,163,139,21,9,669,6,437,7,58,0
0,0,0,0,0,0,0,1,30,2815,34,4,347,23,4,145,7,4,953,15,2,6,65,1237,120,2,2,50,218,6,155,1653,44,3896,241,4,114,9,1755,4,116,394,5,4,277,32,99,727,10,10,13,286,1017,6,991,21,13,16,1017,8,30,2176,13,286,4,64,96,13,100,2,149,14,20,16,88,13,16,33,6,2,313,137,1064,18,61,519,8,30,2,894,11,4,172,2,789,73,245,39,14,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,1760,6,337,7,3774,2,21,11,14,420,29,122,6,20,19,6,338,229,4,116,18,4,91,173,66,286,15,78,21,4,65,16,43,1149,19,1508,5,357,13,197,13,62,40,4,20,6,117,21,13,161,40,12,33,32,165,13,202,12,6,300,300,241,46,7,457,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,13,28,24,76,8,135,44,14,22,549,15,12,16,6,371,389,22,2,2,9,427,777,17,4,577,11,14,1334,452,577,649,22,10,10,307,22,1
0,0,0,0,1,13,119,14,20,151,13,92,40,89,36,431,2,112,35,2,3845,546,198,138,12,2,35,2310,46,7,158,10,10,4,649,200,2,5,4,2,9,2094,5,7,265,88,7,2,5,581,11,15,4501,18,179,38,196,29,3209,6,243,7,2,5,1797,8,15,2,10,10,6,55,1301,136,54,4,2,1442,106,2097,10,10,32,11,32,13,169,12,737,5,146,267,930,8,886,4,346,65,34,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,9,24,17,163,17,4,2030,2,5,64,85,20,2,2,2,122,28,94,388,21,12,122,24,4787,72,138,12,887,8,30,38,2,13,92,124,21,13,202,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,1367,6,55,346,136,7,2,11,6,2,59,272,427,1380,18,6,761,559,2,21,14,9,4,64,1907,1698,7,4,20,900,12,47,6,3091,2,229,5,4,485,524,47,600,7,2,1271,4,167,684,296,99,111,826,2,108,5,1745,266,638,17,6,2,4859,7,4,2,405,209,101,7,27,2867,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,32,470,2,14,31,9,34,230,4,118,7,32,13,2,28,76,2,54,13,188,4,288,4230,16,141,6,2389,21,8,61,3037,14,31,16,702,1785,19,49,4623,2845,411,10,10,92,717,14,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,4,249,1122,20,126,179,869,4,249,20,7,32,58,914,2,9,7,265,57,1360,1262,21,111,7,27,102,26,221,5,1753,2,14,9,24,31,7,98,94,954,5,357,2,357,48,25,181,6,20,8,3179,79,2,241,48,25,181,6,20,8,276,294,83,6,2,79,933,541,0
0,0,0,0,0,0,0,0,0,1,6,753,2,143,4,2,7,2,1254,2759,163,6,4964,8,4,4781,1428,2604,15,11,661,18,3868,486,8,30,163,12,215,2707,30,2,12,82,2,4,2308,15,6,491,649,19,1954,166,25,24,163,53,2463,74,22,92,3250,44,101,2,1031,1341,582,56,33,4,3068,2702,103,14,31,4,1907,1698,7,14,20,9,94,1863,1146,7,185,2,2,17,572,1564,449,73,94,129,693,1570,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4451,2,9,2027,6,20,8,67,64,18,4,1307,2,844,261,50,9,6,65,133,670,2,109,6,2,269,8,97,4,1206,590,2,768,9,38,1904,5,2,15,25,594,138,8,459,44,90,33,32,1924,2,11,35,402,239,1608,1780,21,14,9,6,22,15,100,30,296,19,4,481,125,5,12,586,97,76,7,6,1474,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,862,324,272,40,6,3409,292,236,786,973,9,578,487,9,55,815,52,18,868,24,22,13,235,78,18,3278,2,240,6,55,52,284,37,47,24,77,397,52,555,4441,14,217,16,24,18,90,279,1264,12,47,77,1637,56,246,23,4,1413,2,14,22,3433,789,0
0,0,1,13,70,64,104,7,31,282,14,20,16,626,8,2,125,4,2,2246,7,232,2,14,20,47,57,3940,33,32,5,2,2,2,2,1757,4,4717,2794,16,1050,2,4,2,617,18,3652,11,14,20,9,2,35,776,96,8,2,35,284,37,1131,153,596,527,5,2268,55,1332,92,437,129,58,23,14,2152,1157,106,61,3799,3799,771,48,25,181,8,850,44,14,478,284,42,332,27,2,14,20,9,24,4,96,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,104,15,115,77,2,16,6,484,1190,20,4,973,16,66,52,5,36,917,55,73,13,66,40,2266,2,5,7,265,18,72,12,16,321,13,16,1765,33,86,88,12,301,15,12,286,582,46,23,374,430,244,13,654,15,12,9,88,45,6,724,646,20,140,67,12,48,25,460,774,1
0,1,14,22,4385,53,74,2,3043,48,25,169,14,33,6,2,2,563,12,50,13,119,4605,2,5,246,784,14,20,261,3013,13,81,205,6,1039,5,4,1182,47,1194,4,1108,8,297,23,4,192,15,4605,2,9,11,14,33,32,36,297,12,56,8,30,6,4605,2,20,59,64,47,6,392,173,11,4,226,20,5,59,127,41,118,19,15,21,59,9,185,5,69,24,2051,41,676,246,73,316,47,8,380,1198,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,13,219,825,19,4,1933,13,197,15,50,100,24,30,128,156,74,2,2,5,2595,2,8,297,2,5,2,21,95,13,219,4,20,2,13,1583,11,119,18,14,905,65,13,119,3753,4838,17,2,4877,240,777,14,9,6,20,13,100,106,6,3207,211,5,12,131,586,2696,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,321,65,73,579,34,4,22,3011,4,2,200,4,132,5,4,2,839,111,1204,8,4,797,330,44,43,37,16,112,2,4,1714,556,18,57,282,4,1389,64,8,2007,33,4,130,7,4,20,25,71,317,1535,43,37,4,147,632,7,4,20,16,6,73,579,65,4,406,284,122,35,321,292,21,4,2,3846,175,136,12,16,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,209,6,824,4,91,862,197,46,20,11,479,4,2,1994,34,2,350,26,49,7,4,91,373,1027,8,30,163,11,4148,479,13,244,24,1081,19,27,85,157,21,48,12,9,320,17,78,17,14,95,13,244,43,170,8,1415,13,202,14,20,300,46,7,1088,2,381,5,203,558,28,2,23,4,3741,7,148,1893,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,976,147,248,20,55,2,5,1617,3712,220,2759,2,220,2,241,2,11,2323,103,874,296,14,2,32,102,814,19,4,172,1120,6,664,768,1045,4,687,17,36,4530,306,38,815,10,10,628,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,6,79,56,5,140,189,20,19,35,1089,177,5,6,167,19,87,1772,8,66,1839,4,1310,7,4,65,13,545,386,14,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1580,6,863,19,986,17,12,272,33,4,1520,7,6,255,34,107,85,372,5,942,4,888,54,9,1520,24,1520,472,4,509,186,8,2712,39,78,458,17,12,2,143,4789,2,137,269,8,2,49,243,7,65,19,6,3516,7,3939,2,5,862,1000,105,64,8,130,2,2,9,835,538,64,18,4,2,3406,2,2,11,4,1310,18,49,465,453,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,204,307,20,4,116,9,87,4,2775,2,2,26,897,1450,33,94,118,21,95,4,147,1450,24,4,804,2775,5,4,228,80,81,82,6,530,55,4054,63,13,43,55,76,119,10,10,4,118,785,20,207,110,5,785,438,9,55,52,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,66,4,249,20,207,126,110,259,37,47,110,12,80,124,51,146,662,44,13,219,12,23,2,38,1294,4187,13,161,437,61,278,591,316,92,437,129,58,146,66,2,14,286,730,8,374,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,530,5,728,354,34,827,5,826,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,22,3031,230,99,76,4045,567,99,76,1205,5,541,4,116,186,55,2270,5,9,1228,338,4,64,282,8,67,14,22,9,48,25,40,55,154,1880,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,20,15,16,3245,14,9,31,253,22,13,2083,56,23,149,14,22,120,5,120,94,66,253,13,92,124,89,639,311,62,4027,21,48,25,2083,56,23,12,42,447,4,2084,95,14,9,6,87,22,1660,2,9,87,17,2,37,13,104,9,31,7,4,118,105,11,4,22,723,82,4761,11,18,44,158,234,13,119,4688,1
